,ensid,symbol
831,ENSG00000123983,ACSL3
832,ENSG00000123989,CHPF
833,ENSG00000124006,OBSL1
834,ENSG00000124067,SLC12A4
835,ENSG00000124155,PIGT
836,ENSG00000124164,VAPB
837,ENSG00000124172,ATP5F1E
838,ENSG00000124177,CHD6
839,ENSG00000124181,PLCG1
840,ENSG00000124228,DDX27
841,ENSG00000124357,NAGK
842,ENSG00000124370,MCEE
843,ENSG00000124523,SIRT5
844,ENSG00000124596,OARD1
845,ENSG00000124608,AARS2
846,ENSG00000124615,MOCS1
847,ENSG00000124767,GLO1
848,ENSG00000124784,RIOK1
849,ENSG00000124789,NUP153
850,ENSG00000125166,GOT2
851,ENSG00000125246,CLYBL
852,ENSG00000125255,SLC10A2
853,ENSG00000125257,ABCC4
854,ENSG00000125356,NDUFA1
855,ENSG00000125375,DMAC2L
856,ENSG00000125450,NUP85
857,ENSG00000125454,SLC25A19
858,ENSG00000125458,NT5C
859,ENSG00000125485,DDX31
860,ENSG00000125505,MBOAT7
861,ENSG00000125630,POLR1B
862,ENSG00000125651,GTF2F1
863,ENSG00000125772,GPCPD1
864,ENSG00000125779,PANK2
865,ENSG00000125834,STK35
866,ENSG00000125877,ITPA
867,ENSG00000125885,MCM8
868,ENSG00000125954,CHURC1-FNTB
869,ENSG00000126088,UROD
870,ENSG00000126091,ST3GAL3
871,ENSG00000126267,COX6B1
872,ENSG00000126432,PRDX5
873,ENSG00000126522,ASL
874,ENSG00000126821,SGPP1
875,ENSG00000126883,NUP214
876,ENSG00000126934,MAP2K2
877,ENSG00000127080,IPPK
878,ENSG00000127125,PPCS
879,ENSG00000127184,COX7C
880,ENSG00000127329,PTPRB
881,ENSG00000127334,DYRK2
882,ENSG00000127415,IDUA
883,ENSG00000127540,UQCR11
884,ENSG00000127564,PKMYT1
885,ENSG00000127884,ECHS1
886,ENSG00000127947,PTPN12
887,ENSG00000127952,STYXL1
888,ENSG00000128039,SRD5A3
889,ENSG00000128050,PAICS
890,ENSG00000128052,KDR
891,ENSG00000128059,PPAT
892,ENSG00000128274,A4GALT
893,ENSG00000128309,MPST
894,ENSG00000128311,TST
895,ENSG00000128524,ATP6V1F
896,ENSG00000128609,NDUFA5
897,ENSG00000128683,GAD1
898,ENSG00000128829,EIF2AK4
899,ENSG00000128908,INO80
900,ENSG00000128928,IVD
901,ENSG00000128951,DUT
902,ENSG00000129083,COPB1
903,ENSG00000129128,SPCS3
904,ENSG00000129167,TPH1
905,ENSG00000129187,DCTD
906,ENSG00000129219,PLD2
907,ENSG00000129353,SLC44A2
908,ENSG00000129562,DAD1
909,ENSG00000129596,CDO1
910,ENSG00000130005,GAMT
911,ENSG00000130052,STARD8
912,ENSG00000130066,SAT1
913,ENSG00000130164,LDLR
914,ENSG00000130175,PRKCSH
915,ENSG00000130227,XPO7
916,ENSG00000130270,ATP8B3
917,ENSG00000130304,SLC27A1
918,ENSG00000130309,COLGALT1
919,ENSG00000130313,PGLS
920,ENSG00000130413,STK33
921,ENSG00000130414,NDUFA10
922,ENSG00000130508,PXDN
923,ENSG00000130649,CYP2E1
924,ENSG00000130669,PAK4
925,ENSG00000130707,ASS1
926,ENSG00000130717,UCK1
927,ENSG00000130758,MAP3K10
928,ENSG00000130816,DNMT1
929,ENSG00000130821,SLC6A8
930,ENSG00000130958,SLC35D2
931,ENSG00000131023,LATS1
932,ENSG00000131067,GGT7
933,ENSG00000131069,ACSS2
934,ENSG00000131100,ATP6V1E1
935,ENSG00000131143,COX4I1
936,ENSG00000131174,COX7B
937,ENSG00000131203,IDO1
938,ENSG00000131238,PPT1
939,ENSG00000131373,HACL1
940,ENSG00000131389,SLC6A6
941,ENSG00000131446,MGAT1
942,ENSG00000131459,GFPT2
943,ENSG00000131471,AOC3
944,ENSG00000131473,ACLY
945,ENSG00000131480,AOC2
946,ENSG00000131495,NDUFA2
947,ENSG00000131748,STARD3
948,ENSG00000131791,PRKAB2
949,ENSG00000131828,PDHA1
950,ENSG00000131844,MCCC2
951,ENSG00000131873,CHSY1
952,ENSG00000131979,GCH1
953,ENSG00000132142,ENSG00000132142
954,ENSG00000132153,DHX30
955,ENSG00000132155,RAF1
956,ENSG00000132182,NUP210
957,ENSG00000132196,HSD17B7
958,ENSG00000132323,ILKAP
959,ENSG00000132330,SCLY
960,ENSG00000132334,PTPRE
961,ENSG00000132356,PRKAA1
962,ENSG00000132376,INPP5K
963,ENSG00000132382,MYBBP1A
964,ENSG00000132423,COQ3
965,ENSG00000132437,DDC
966,ENSG00000132570,PCBD2
967,ENSG00000132664,POLR3F
968,ENSG00000132670,PTPRA
969,ENSG00000132964,CDK8
970,ENSG00000133027,PEMT
971,ENSG00000133059,DSTYK
972,ENSG00000133083,DCLK1
973,ENSG00000133121,STARD13
974,ENSG00000133216,EPHB2
975,ENSG00000133247,KMT5C
976,ENSG00000133275,CSNK1G2
977,ENSG00000133313,CNDP2
978,ENSG00000133315,MACROD1
979,ENSG00000133433,GSTT2B
980,ENSG00000133460,SLC2A11
981,ENSG00000133706,LARS1
982,ENSG00000133731,IMPA1
983,ENSG00000133835,HSD17B4
984,ENSG00000134058,CDK7
985,ENSG00000134070,IRAK2
986,ENSG00000134072,CAMK1
987,ENSG00000134202,GSTM3
988,ENSG00000134255,CEPT1
989,ENSG00000134294,SLC38A2
990,ENSG00000134318,ROCK2
991,ENSG00000134324,LPIN1
992,ENSG00000134326,CMPK2
993,ENSG00000134333,LDHA
994,ENSG00000134440,NARS1
995,ENSG00000134452,FBH1
996,ENSG00000134575,ACP2
997,ENSG00000134602,STK26
998,ENSG00000134684,YARS1
999,ENSG00000134744,TUT4
1000,ENSG00000134780,DAGLA
1001,ENSG00000134824,FADS2
1002,ENSG00000134864,GGACT
1003,ENSG00000134882,UBAC2
1004,ENSG00000134905,CARS2
1005,ENSG00000134910,STT3A
1006,ENSG00000135002,RFK
1007,ENSG00000135047,CTSL
1008,ENSG00000135069,PSAT1
1009,ENSG00000135090,TAOK3
1010,ENSG00000135220,UGT2A3
1011,ENSG00000135226,UGT2B28
1012,ENSG00000135241,PNPLA8
1013,ENSG00000135250,SRPK2
1014,ENSG00000135318,NT5E
1015,ENSG00000135341,MAP3K7
1016,ENSG00000135372,NAT10
1017,ENSG00000135390,ATP5MC2
1018,ENSG00000135437,RDH5
1019,ENSG00000135446,CDK4
1020,ENSG00000135454,B4GALNT1
1021,ENSG00000135503,ACVR1B
1022,ENSG00000135587,SMPD2
1023,ENSG00000135677,GNS
1024,ENSG00000135778,NTPCR
1025,ENSG00000135821,GLUL
1026,ENSG00000135829,DHX9
1027,ENSG00000135845,PIGC
1028,ENSG00000135929,CYP27A1
1029,ENSG00000135940,COX5B
1030,ENSG00000136010,ALDH1L2
1031,ENSG00000136098,NEK3
1032,ENSG00000136143,SUCLA2
1033,ENSG00000136169,SETDB2
1034,ENSG00000136213,CHST12
1035,ENSG00000136243,NUP42
1036,ENSG00000136247,ZDHHC4
1037,ENSG00000136271,DDX56
1038,ENSG00000136371,MTHFS
1039,ENSG00000136381,IREB2
1040,ENSG00000136492,BRIP1
1041,ENSG00000136521,NDUFB5
1042,ENSG00000136628,EPRS1
1043,ENSG00000136643,RPS6KC1
1044,ENSG00000136699,SMPD4
1045,ENSG00000136720,HS6ST1
1046,ENSG00000136731,UGGT1
1047,ENSG00000136807,CDK9
1048,ENSG00000136810,TXN
1049,ENSG00000136840,ST6GALNAC4
1050,ENSG00000136856,SLC2A8
1051,ENSG00000136875,PRPF4
1052,ENSG00000136877,FPGS
1053,ENSG00000136888,ATP6V1G1
1054,ENSG00000136908,DPM2
1055,ENSG00000136943,CTSV
1056,ENSG00000137054,POLR1E
1057,ENSG00000137106,GRHPR
1058,ENSG00000137124,ALDH1B1
1059,ENSG00000137193,PIM1
1060,ENSG00000137198,GMPR
1061,ENSG00000137275,RIPK1
1062,ENSG00000137411,VARS2
1063,ENSG00000137496,IL18BP
1064,ENSG00000137513,NARS2
1065,ENSG00000137563,GGH
1066,ENSG00000137601,NEK1
1067,ENSG00000137700,SLC37A4
1068,ENSG00000137713,PPP2R1B
1069,ENSG00000137764,MAP2K5
1070,ENSG00000137770,CTDSPL2
1071,ENSG00000137825,ITPKA
1072,ENSG00000137944,KYAT3
1073,ENSG00000137968,SLC44A5
1074,ENSG00000137992,DBT
1075,ENSG00000138018,SELENOI
1076,ENSG00000138029,HADHB
1077,ENSG00000138030,KHK
1078,ENSG00000138031,ADCY3
1079,ENSG00000138032,PPM1B
1080,ENSG00000138035,PNPT1
1081,ENSG00000138061,CYP1B1
1082,ENSG00000138074,SLC5A6
1083,ENSG00000138109,CYP2C9
1084,ENSG00000138115,CYP2C8
1085,ENSG00000138135,CH25H
1086,ENSG00000138166,DUSP5
1087,ENSG00000138185,ENTPD1
1088,ENSG00000138193,PLCE1
1089,ENSG00000138346,DNA2
1090,ENSG00000138356,AOX1
1091,ENSG00000138363,ATIC
1092,ENSG00000138375,SMARCAL1
1093,ENSG00000138413,IDH1
1094,ENSG00000138495,COX17
1095,ENSG00000138604,GLCE
1096,ENSG00000138621,PPCDC
1097,ENSG00000138678,GPAT3
1098,ENSG00000138696,BMPR1B
1099,ENSG00000138735,PDE5A
1100,ENSG00000138750,NUP54
1101,ENSG00000138756,BMP2K
1102,ENSG00000138777,PPA2
1103,ENSG00000138796,HADH
1104,ENSG00000138801,PAPSS1
1105,ENSG00000138814,PPP3CA
1106,ENSG00000138821,SLC39A8
1107,ENSG00000139044,B4GALNT3
1108,ENSG00000139131,YARS2
1109,ENSG00000139133,ALG10
1110,ENSG00000139163,ETNK1
1111,ENSG00000139180,NDUFA9
1112,ENSG00000139278,GLIPR1
1113,ENSG00000139287,TPH2
1114,ENSG00000139318,DUSP6
1115,ENSG00000139410,SDSL
1116,ENSG00000139428,MMAB
1117,ENSG00000139433,GLTP
1118,ENSG00000139496,NUP58
1119,ENSG00000139505,MTMR6
1120,ENSG00000139514,SLC7A1
1121,ENSG00000139531,SUOX
1122,ENSG00000139624,CERS5
1123,ENSG00000139625,MAP3K12
1124,ENSG00000139631,CSAD
1125,ENSG00000139684,ESD
1126,ENSG00000139718,SETD1B
1127,ENSG00000140105,WARS1
1128,ENSG00000140199,SLC12A6
1129,ENSG00000140263,SORD
1130,ENSG00000140284,SLC27A2
1131,ENSG00000140287,HDC
1132,ENSG00000140297,GCNT3
1133,ENSG00000140374,ETFA
1134,ENSG00000140400,MAN2C1
1135,ENSG00000140443,IGF1R
1136,ENSG00000140451,PIF1
1137,ENSG00000140465,CYP1A1
1138,ENSG00000140474,ULK3
1139,ENSG00000140505,CYP1A2
1140,ENSG00000140521,POLG
1141,ENSG00000140538,NTRK3
1142,ENSG00000140598,EFL1
1143,ENSG00000140612,SEC11A
1144,ENSG00000140650,PMM2
1145,ENSG00000140740,UQCRC2
1146,ENSG00000140829,DHX38
1147,ENSG00000140905,GCSH
1148,ENSG00000140990,NDUFB10
1149,ENSG00000140992,PDPK1
1150,ENSG00000141012,GALNS
1151,ENSG00000141141,ENSG00000141141
1152,ENSG00000141179,PCTP
1153,ENSG00000141279,NPEPPS
1154,ENSG00000141298,SSH2
1155,ENSG00000141349,G6PC3
1156,ENSG00000141401,IMPA2
1157,ENSG00000141424,SLC39A6
1158,ENSG00000141429,GALNT1
1159,ENSG00000141446,ESCO1
1160,ENSG00000141458,NPC1
1161,ENSG00000141503,MINK1
1162,ENSG00000141504,SAT2
1163,ENSG00000141526,SLC16A3
1164,ENSG00000141543,EIF4A3
1165,ENSG00000141551,CSNK1D
1166,ENSG00000141560,FN3KRP
1167,ENSG00000141698,NT5C3B
1168,ENSG00000141720,ENSG00000141720
1169,ENSG00000141736,ERBB2
1170,ENSG00000141744,PNMT
1171,ENSG00000141873,SLC39A3
1172,ENSG00000141934,PLPP2
1173,ENSG00000141959,PFKL
1174,ENSG00000142082,SIRT3
1175,ENSG00000142168,SOD1
1176,ENSG00000142208,AKT1
1177,ENSG00000142494,SLC47A1
1178,ENSG00000142627,EPHA2
1179,ENSG00000142657,PGD
1180,ENSG00000142731,PLK4
1181,ENSG00000142733,MAP3K6
1182,ENSG00000142798,HSPG2
1183,ENSG00000142875,PRKACB
1184,ENSG00000142892,PIGK
1185,ENSG00000142920,AZIN2
1186,ENSG00000142949,PTPRF
1187,ENSG00000143149,ALDH9A1
1188,ENSG00000143153,ATP1B1
1189,ENSG00000143156,NME7
1190,ENSG00000143158,MPC2
1191,ENSG00000143179,UCK2
1192,ENSG00000143198,MGST3
1193,ENSG00000143224,PPOX
1194,ENSG00000143252,SDHC
1195,ENSG00000143315,PIGM
1196,ENSG00000143322,ABL2
1197,ENSG00000143344,RGL1
1198,ENSG00000143363,PRUNE1
1199,ENSG00000143374,TARS2
1200,ENSG00000143379,SETDB1
1201,ENSG00000143387,CTSK
1202,ENSG00000143393,PI4KB
1203,ENSG00000143398,PIP5K1A
1204,ENSG00000143418,CERS2
1205,ENSG00000143466,ENSG00000143466
1206,ENSG00000143479,DYRK3
1207,ENSG00000143507,DUSP10
1208,ENSG00000143515,ATP8B2
1209,ENSG00000143570,SLC39A1
1210,ENSG00000143630,HCN3
1211,ENSG00000143641,GALNT2
1212,ENSG00000143653,SCCPDH
1213,ENSG00000143674,MAP3K21
1214,ENSG00000143727,ACP1
1215,ENSG00000143753,DEGS1
1216,ENSG00000143772,ITPKB
1217,ENSG00000143774,GUK1
1218,ENSG00000143776,CDC42BPA
1219,ENSG00000143797,MBOAT2
1220,ENSG00000143811,PYCR2
1221,ENSG00000143815,LBR
1222,ENSG00000143819,EPHX1
1223,ENSG00000143845,ETNK2
1224,ENSG00000143891,GALM
1225,ENSG00000144028,SNRNP200
1226,ENSG00000144048,DUSP11
1227,ENSG00000144136,SLC20A1
1228,ENSG00000144182,LIPT1
1229,ENSG00000144231,POLR2D
1230,ENSG00000144278,GALNT13
1231,ENSG00000144362,PHOSPHO2
1232,ENSG00000144579,CTDSP1
1233,ENSG00000144591,GMPPA
1234,ENSG00000144677,CTDSPL
1235,ENSG00000144724,PTPRG
1236,ENSG00000144741,SLC25A26
1237,ENSG00000145020,AMT
1238,ENSG00000145214,DGKQ
1239,ENSG00000145242,EPHA5
1240,ENSG00000145246,ATP10D
1241,ENSG00000145283,SLC10A6
1242,ENSG00000145284,SCD5
1243,ENSG00000145293,ENOPH1
1244,ENSG00000145337,PYURF
1245,ENSG00000145349,CAMK2D
1246,ENSG00000145391,SETD7
1247,ENSG00000145439,CBR4
1248,ENSG00000145476,CYP4V2
1249,ENSG00000145494,NDUFS6
1250,ENSG00000145545,SRD5A1
1251,ENSG00000145626,UGT3A1
1252,ENSG00000145632,PLK2
1253,ENSG00000145675,PIK3R1
1254,ENSG00000145725,PPIP5K2
1255,ENSG00000145833,DDX46
1256,ENSG00000145982,FARS2
1257,ENSG00000146066,HIGD2A
1258,ENSG00000146072,TNFRSF21
1259,ENSG00000146085,MMUT
1260,ENSG00000146233,CYP39A1
1261,ENSG00000146282,RARS2
1262,ENSG00000146426,TIAM2
1263,ENSG00000146477,SLC22A3
1264,ENSG00000146587,RBAK
1265,ENSG00000146648,EGFR
1266,ENSG00000146701,MDH2
1267,ENSG00000146733,PSPH
1268,ENSG00000146872,TLK2
1269,ENSG00000147044,CASK
1270,ENSG00000147100,SLC16A2
1271,ENSG00000147119,CHST7
1272,ENSG00000147123,NDUFB11
1273,ENSG00000147133,TAF1
1274,ENSG00000147155,EBP
1275,ENSG00000147162,OGT
1276,ENSG00000147224,PRPS1
1277,ENSG00000147383,NSDHL
1278,ENSG00000147416,ATP6V1B2
1279,ENSG00000147454,SLC25A37
1280,ENSG00000147471,PLPBP
1281,ENSG00000147535,PLPP5
1282,ENSG00000147548,NSD3
1283,ENSG00000147669,POLR2K
1284,ENSG00000147684,NDUFB9
1285,ENSG00000147813,NAPRT
1286,ENSG00000147853,AK3
1287,ENSG00000148090,AUH
1288,ENSG00000148154,UGCG
1289,ENSG00000148218,ALAD
1290,ENSG00000148229,POLE3
1291,ENSG00000148288,GBGT1
1292,ENSG00000148334,PTGES2
1293,ENSG00000148384,INPP5E
1294,ENSG00000148459,PDSS1
1295,ENSG00000148606,POLR3A
1296,ENSG00000148660,CAMK2G
1297,ENSG00000148672,GLUD1
1298,ENSG00000148795,CYP17A1
1299,ENSG00000148834,GSTO1
1300,ENSG00000149016,TUT1
1301,ENSG00000149084,HSD17B12
1302,ENSG00000149089,APIP
1303,ENSG00000149091,DGKZ
1304,ENSG00000149150,SLC43A1
1305,ENSG00000149177,PTPRJ
1306,ENSG00000149269,PAK1
1307,ENSG00000149311,ATM
1308,ENSG00000149313,AASDHPPT
1309,ENSG00000149476,TKFC
1310,ENSG00000149485,FADS1
1311,ENSG00000149541,B3GAT3
1312,ENSG00000149554,CHEK1
1313,ENSG00000149782,PLCB3
1314,ENSG00000149809,TM7SF2
1315,ENSG00000149923,PPP4C
1316,ENSG00000149925,ALDOA
1317,ENSG00000149930,TAOK2
1318,ENSG00000150457,LATS2
1319,ENSG00000150540,HNMT
1320,ENSG00000150712,MTMR12
1321,ENSG00000150768,DLAT
1322,ENSG00000150787,PTS
1323,ENSG00000150867,PIP4K2A
1324,ENSG00000150990,DHX37
1325,ENSG00000151012,SLC7A11
1326,ENSG00000151093,OXSM
1327,ENSG00000151116,UEVLD
1328,ENSG00000151151,IPMK
1329,ENSG00000151229,SLC2A13
1330,ENSG00000151292,CSNK1G3
1331,ENSG00000151348,EXT2
1332,ENSG00000151366,NDUFC2
1333,ENSG00000151414,NEK7
1334,ENSG00000151422,FER
1335,ENSG00000151498,ACAD8
1336,ENSG00000151552,QDPR
1337,ENSG00000151611,MMAA
1338,ENSG00000151665,PIGF
1339,ENSG00000151689,INPP1
1340,ENSG00000151726,ACSL1
1341,ENSG00000151729,SLC25A4
1342,ENSG00000151790,TDO2
1343,ENSG00000152104,PTPN14
1344,ENSG00000152127,MGAT5
1345,ENSG00000152234,ATP5F1A
1346,ENSG00000152256,PDK1
1347,ENSG00000152332,UHMK1
1348,ENSG00000152455,SUV39H2
1349,ENSG00000152495,CAMK4
1350,ENSG00000152556,PFKM
1351,ENSG00000152620,NADK2
1352,ENSG00000152642,GPD1L
1353,ENSG00000152782,PANK1
1354,ENSG00000152894,PTPRK
1355,ENSG00000152904,GGPS1
1356,ENSG00000152952,PLOD2
1357,ENSG00000153201,RANBP2
1358,ENSG00000153233,PTPRR
1359,ENSG00000153291,SLC25A27
1360,ENSG00000153395,LPCAT1
1361,ENSG00000153574,RPIA
1362,ENSG00000153786,ZDHHC7
1363,ENSG00000153922,CHD1
1364,ENSG00000153936,HS2ST1
1365,ENSG00000154027,AK5
1366,ENSG00000154229,PRKCA
1367,ENSG00000154305,MIA3
1368,ENSG00000154310,TNIK
1369,ENSG00000154518,ATP5MC3
1370,ENSG00000154678,PDE1C
1371,ENSG00000154723,ATP5PF
1372,ENSG00000154822,PLCL2
1373,ENSG00000154928,EPHB1
1374,ENSG00000155016,CYP2U1
1375,ENSG00000155085,AK9
1376,ENSG00000155097,ATP6V1C1
1377,ENSG00000155099,PIP4P2
1378,ENSG00000155111,CDK19
1379,ENSG00000155189,AGPAT5
1380,ENSG00000155252,PI4K2A
1381,ENSG00000155287,SLC25A28
1382,ENSG00000155368,DBI
1383,ENSG00000155380,SLC16A1
1384,ENSG00000155561,NUP205
1385,ENSG00000155850,SLC26A2
1386,ENSG00000155893,PXYLP1
1387,ENSG00000156096,UGT2B4
1388,ENSG00000156110,ADK
1389,ENSG00000156136,DCK
1390,ENSG00000156345,CDK20
1391,ENSG00000156467,UQCRB
1392,ENSG00000156471,PTDSS1
1393,ENSG00000156475,PPP2R2B
1394,ENSG00000156508,EEF1A1
1395,ENSG00000156515,HK1
1396,ENSG00000156599,ZDHHC5
1397,ENSG00000156795,NTAQ1
1398,ENSG00000156802,ATAD2
1399,ENSG00000156873,PHKG2
1400,ENSG00000156958,GALK2
1401,ENSG00000156970,BUB1B
1402,ENSG00000156973,PDE6D
1403,ENSG00000156976,EIF4A2
1404,ENSG00000157045,NTAN1
1405,ENSG00000157064,NMNAT2
1406,ENSG00000157106,SMG1
1407,ENSG00000157184,CPT2
1408,ENSG00000157326,DHRS4
1409,ENSG00000157350,ST3GAL2
1410,ENSG00000157353,FCSK
1411,ENSG00000157399,ARSL
1412,ENSG00000157426,AASDH
1413,ENSG00000157540,DYRK1A
1414,ENSG00000157593,SLC35B2
1415,ENSG00000157680,DGKI
1416,ENSG00000157764,BRAF
1417,ENSG00000157881,PANK4
1418,ENSG00000158006,PAFAH2
1419,ENSG00000158019,BABAM2
1420,ENSG00000158050,DUSP2
1421,ENSG00000158079,PTPDC1
1422,ENSG00000158104,HPD
1423,ENSG00000158125,XDH
1424,ENSG00000158161,EYA3
1425,ENSG00000158402,CDC25C
1426,ENSG00000158467,AHCYL2
1427,ENSG00000158470,B4GALT5
1428,ENSG00000158623,COPG2
1429,ENSG00000158669,GPAT4
1430,ENSG00000158828,PINK1
1431,ENSG00000158850,B4GALT3
1432,ENSG00000158864,NDUFS2
1433,ENSG00000159063,ALG8
1434,ENSG00000159082,SYNJ1
1435,ENSG00000159131,GART
1436,ENSG00000159199,ATP5MC1
1437,ENSG00000159228,CBR1
1438,ENSG00000159231,CBR3
1439,ENSG00000159267,HLCS
1440,ENSG00000159322,ADPGK
1441,ENSG00000159399,HK2
1442,ENSG00000159423,ALDH4A1
1443,ENSG00000159433,STARD9
1444,ENSG00000159593,NAE1
1445,ENSG00000159692,CTBP1
1446,ENSG00000159714,ZDHHC1
1447,ENSG00000159720,ATP6V0D1
1448,ENSG00000159792,PSKH1
1449,ENSG00000159899,NPR2
1450,ENSG00000159921,GNE
1451,ENSG00000160075,SSU72
1452,ENSG00000160145,KALRN
1453,ENSG00000160194,NDUFV3
1454,ENSG00000160200,CBS
1455,ENSG00000160209,PDXK
1456,ENSG00000160211,G6PD
1457,ENSG00000160216,AGPAT3
1458,ENSG00000160226,CFAP410
1459,ENSG00000160285,LSS
1460,ENSG00000160326,SLC2A6
1461,ENSG00000160408,ST6GALNAC6
1462,ENSG00000160439,RDH13
1463,ENSG00000160446,ZDHHC12
1464,ENSG00000160447,PKN3
1465,ENSG00000160469,BRSK1
1466,ENSG00000160471,COX6B2
1467,ENSG00000160551,TAOK1
1468,ENSG00000160584,SIK3
1469,ENSG00000160688,FLAD1
1470,ENSG00000160752,FDPS
1471,ENSG00000160868,CYP3A4
1472,ENSG00000160870,CYP3A7
1473,ENSG00000160957,RECQL4
1474,ENSG00000161013,MGAT4B
1475,ENSG00000161217,PCYT1A
1476,ENSG00000161267,BDH1
1477,ENSG00000161326,ENSG00000161326
1478,ENSG00000161533,ACOX1
1479,ENSG00000161714,PLCD3
1480,ENSG00000161905,ALOX15
1481,ENSG00000161980,POLR3K
1482,ENSG00000162066,AMDHD2
1483,ENSG00000162104,ADCY9
1484,ENSG00000162139,NEU3
1485,ENSG00000162174,ASRGL1
1486,ENSG00000162302,RPS6KA4
1487,ENSG00000162368,CMPK1
1488,ENSG00000162396,PARS2
1489,ENSG00000162407,PLPP3
1490,ENSG00000162408,NOL9
1491,ENSG00000162409,PRKAA2
1492,ENSG00000162433,AK4
1493,ENSG00000162434,JAK1
1494,ENSG00000162551,ALPL
1495,ENSG00000162688,AGL
1496,ENSG00000162694,EXTL2
1497,ENSG00000162733,DDR2
1498,ENSG00000162813,BPNT1
1499,ENSG00000162836,ACP6
1500,ENSG00000162885,B3GALNT2
1501,ENSG00000162889,MAPKAPK2
1502,ENSG00000163002,NUP35
1503,ENSG00000163104,SMARCAD1
1504,ENSG00000163131,CTSS
1505,ENSG00000163161,ERCC3
1506,ENSG00000163214,DHX57
1507,ENSG00000163281,GNPDA2
1508,ENSG00000163283,ALPP
1509,ENSG00000163286,ALPG
1510,ENSG00000163295,ALPI
1511,ENSG00000163344,PMVK
1512,ENSG00000163349,HIPK1
1513,ENSG00000163389,POGLUT1
1514,ENSG00000163399,ATP1A1
1515,ENSG00000163482,STK36
1516,ENSG00000163513,TGFBR2
1517,ENSG00000163521,GLB1L
1518,ENSG00000163527,STT3B
1519,ENSG00000163541,SUCLG1
1520,ENSG00000163545,NUAK2
1521,ENSG00000163558,PRKCI
1522,ENSG00000163590,PPM1L
1523,ENSG00000163624,CDS1
1524,ENSG00000163629,PTPN13
1525,ENSG00000163644,PPM1K
1526,ENSG00000163655,GMPS
1527,ENSG00000163684,RPP14
1528,ENSG00000163686,ABHD6
1529,ENSG00000163719,MTMR14
1530,ENSG00000163738,MTHFD2L
1531,ENSG00000163754,GYG1
1532,ENSG00000163755,HPS3
1533,ENSG00000163785,RYK
1534,ENSG00000163788,SNRK
1535,ENSG00000163812,ZDHHC3
1536,ENSG00000163882,POLR2H
1537,ENSG00000163902,RPN1
1538,ENSG00000163931,TKT
1539,ENSG00000163932,PRKCD
1540,ENSG00000163959,SLC51A
1541,ENSG00000163964,PIGX
1542,ENSG00000164023,SGMS2
1543,ENSG00000164039,BDH2
1544,ENSG00000164045,CDC25A
1545,ENSG00000164068,RNF123
1546,ENSG00000164080,RAD54L2
1547,ENSG00000164086,DUSP7
1548,ENSG00000164088,PPM1M
1549,ENSG00000164172,MOCS2
1550,ENSG00000164181,ELOVL7
1551,ENSG00000164211,STARD4
1552,ENSG00000164258,NDUFS4
1553,ENSG00000164294,GPX8
1554,ENSG00000164329,TENT2
1555,ENSG00000164332,UBLCP1
1556,ENSG00000164347,GFM2
1557,ENSG00000164405,UQCRQ
1558,ENSG00000164414,SLC35A1
1559,ENSG00000164434,FABP7
1560,ENSG00000164494,PDSS2
1561,ENSG00000164535,DAGLB
1562,ENSG00000164543,STK17A
1563,ENSG00000164574,GALNT10
1564,ENSG00000164638,SLC29A4
1565,ENSG00000164715,LMTK2
1566,ENSG00000164733,CTSB
1567,ENSG00000164742,ADCY1
1568,ENSG00000164885,CDK5
1569,ENSG00000164889,SLC4A2
1570,ENSG00000164896,FASTK
1571,ENSG00000164904,ALDH7A1
1572,ENSG00000164919,COX6C
1573,ENSG00000164951,PDP1
1574,ENSG00000165029,ABCA1
1575,ENSG00000165060,FXN
1576,ENSG00000165102,HGSNAT
1577,ENSG00000165195,PIGA
1578,ENSG00000165264,NDUFB6
1579,ENSG00000165282,PIGO
1580,ENSG00000165304,MELK
1581,ENSG00000165392,WRN
1582,ENSG00000165434,PGM2L1
1583,ENSG00000165449,SLC16A9
1584,ENSG00000165458,INPPL1
1585,ENSG00000165609,NUDT5
1586,ENSG00000165629,ATP5F1C
1587,ENSG00000165646,SLC18A2
1588,ENSG00000165671,NSD1
1589,ENSG00000165672,PRDX3
1590,ENSG00000165688,PMPCA
1591,ENSG00000165704,HPRT1
1592,ENSG00000165732,DDX21
1593,ENSG00000165752,STK32C
1594,ENSG00000165782,PIP4P1
1595,ENSG00000165841,CYP2C19
1596,ENSG00000165996,HACD1
1597,ENSG00000166016,ABTB2
1598,ENSG00000166123,GPT2
1599,ENSG00000166136,NDUFB8
1600,ENSG00000166165,CKB
1601,ENSG00000166169,POLL
1602,ENSG00000166224,SGPL1
1603,ENSG00000166228,PCBD1
1604,ENSG00000166262,FAM227B
1605,ENSG00000166311,SMPD1
1606,ENSG00000166333,ILK
1607,ENSG00000166340,TPP1
1608,ENSG00000166377,ATP9B
1609,ENSG00000166411,IDH3A
1610,ENSG00000166483,WEE1
1611,ENSG00000166484,MAPK7
1612,ENSG00000166507,NDST2
1613,ENSG00000166508,MCM7
1614,ENSG00000166548,TK2
1615,ENSG00000166562,SEC11C
1616,ENSG00000166741,NNMT
1617,ENSG00000166747,AP1G1
1618,ENSG00000166821,PEX11A
1619,ENSG00000166833,NAV2
1620,ENSG00000166851,PLK1
1621,ENSG00000166908,PIP4K2C
1622,ENSG00000166986,MARS1
