,ensid,symbol
831,ENSG00000115977,AAK1
832,ENSG00000116005,PCYOX1
833,ENSG00000116096,SPR
834,ENSG00000116106,EPHA4
835,ENSG00000116120,FARSB
836,ENSG00000116133,DHCR24
837,ENSG00000116141,MARK1
838,ENSG00000116157,GPX7
839,ENSG00000116171,SCP2
840,ENSG00000116199,FAM20B
841,ENSG00000116237,ICMT
842,ENSG00000116254,CHD5
843,ENSG00000116337,AMPD2
844,ENSG00000116353,MECR
845,ENSG00000116459,ATP5PB
846,ENSG00000116539,ASH1L
847,ENSG00000116649,SRM
848,ENSG00000116675,DNAJC6
849,ENSG00000116704,SLC35D1
850,ENSG00000116711,PLA2G4A
851,ENSG00000116745,RPE65
852,ENSG00000116761,CTH
853,ENSG00000116771,AGMAT
854,ENSG00000116783,TNNI3K
855,ENSG00000116791,CRYZ
856,ENSG00000116874,WARS2
857,ENSG00000116906,GNPAT
858,ENSG00000116981,NT5C1A
859,ENSG00000116984,MTR
860,ENSG00000117009,KMO
861,ENSG00000117020,AKT3
862,ENSG00000117054,ACADM
863,ENSG00000117069,ST6GALNAC5
864,ENSG00000117115,PADI2
865,ENSG00000117118,SDHB
866,ENSG00000117143,UAP1
867,ENSG00000117266,CDK18
868,ENSG00000117305,HMGCL
869,ENSG00000117308,GALE
870,ENSG00000117394,SLC2A1
871,ENSG00000117410,ATP6V0B
872,ENSG00000117411,B4GALT2
873,ENSG00000117448,AKR1A1
874,ENSG00000117450,PRDX1
875,ENSG00000117461,PIK3R3
876,ENSG00000117479,SLC19A2
877,ENSG00000117480,FAAH
878,ENSG00000117592,PRDX6
879,ENSG00000117593,DARS2
880,ENSG00000117594,HSD11B1
881,ENSG00000117598,PLPPR5
882,ENSG00000117600,PLPPR4
883,ENSG00000117620,SLC35A3
884,ENSG00000117643,MAN1C1
885,ENSG00000117676,RPS6KA1
886,ENSG00000117682,DHDDS
887,ENSG00000117984,CTSD
888,ENSG00000118046,STK11
889,ENSG00000118058,KMT2A
890,ENSG00000118276,B4GALT6
891,ENSG00000118298,CA14
892,ENSG00000118322,ATP10B
893,ENSG00000118363,SPCS2
894,ENSG00000118402,ELOVL4
895,ENSG00000118515,SGK1
896,ENSG00000118596,SLC16A7
897,ENSG00000118705,RPN2
898,ENSG00000119013,NDUFB3
899,ENSG00000119125,GDA
900,ENSG00000119227,PIGZ
901,ENSG00000119408,NEK6
902,ENSG00000119414,PPP6C
903,ENSG00000119421,NDUFA8
904,ENSG00000119523,ALG2
905,ENSG00000119537,KDSR
906,ENSG00000119638,NEK9
907,ENSG00000119640,ACYP1
908,ENSG00000119673,ACOT2
909,ENSG00000119689,DLST
910,ENSG00000119711,ALDH6A1
911,ENSG00000119723,COQ6
912,ENSG00000119772,DNMT3A
913,ENSG00000119899,SLC17A5
914,ENSG00000119927,GPAM
915,ENSG00000119938,PPP1R3C
916,ENSG00000120053,GOT1
917,ENSG00000120129,DUSP1
918,ENSG00000120137,PANK3
919,ENSG00000120156,TEK
920,ENSG00000120253,NUP43
921,ENSG00000120254,MTHFD1L
922,ENSG00000120437,ACAT2
923,ENSG00000120539,MASTL
924,ENSG00000120697,ALG5
925,ENSG00000120820,GLT8D2
926,ENSG00000120875,DUSP4
927,ENSG00000120899,PTK2B
928,ENSG00000120910,PPP3CC
929,ENSG00000120915,EPHX2
930,ENSG00000120942,UBIAD1
931,ENSG00000121039,RDH10
932,ENSG00000121053,EPX
933,ENSG00000121281,ADCY7
934,ENSG00000121578,B4GALT4
935,ENSG00000121579,NAA50
936,ENSG00000121691,CAT
937,ENSG00000121769,FABP3
938,ENSG00000121851,POLR3GL
939,ENSG00000121879,PIK3CA
940,ENSG00000121897,LIAS
941,ENSG00000121900,TMEM54
942,ENSG00000121989,ACVR2A
943,ENSG00000122008,POLK
944,ENSG00000122126,OCRL
945,ENSG00000122218,COPA
946,ENSG00000122254,HS3ST2
947,ENSG00000122390,NAA60
948,ENSG00000122484,RPAP2
949,ENSG00000122643,NT5C3A
950,ENSG00000122678,POLM
951,ENSG00000122729,ACO1
952,ENSG00000122787,AKR1D1
953,ENSG00000122824,NUDT10
954,ENSG00000122863,CHST3
955,ENSG00000122884,P4HA1
956,ENSG00000122912,SLC25A16
957,ENSG00000122966,CIT
958,ENSG00000122971,ACADS
959,ENSG00000123064,DDX54
960,ENSG00000123130,ACOT9
961,ENSG00000123136,DDX39A
962,ENSG00000123143,PKN1
963,ENSG00000123360,PDE1B
964,ENSG00000123374,CDK2
965,ENSG00000123472,ATPAF1
966,ENSG00000123505,AMD1
967,ENSG00000123612,ACVR1C
968,ENSG00000123643,SLC36A1
969,ENSG00000123684,LPGAT1
970,ENSG00000123689,G0S2
971,ENSG00000123739,PLA2G12A
972,ENSG00000123836,PFKFB2
973,ENSG00000123983,ACSL3
974,ENSG00000123989,CHPF
975,ENSG00000124006,OBSL1
976,ENSG00000124067,SLC12A4
977,ENSG00000124140,SLC12A5
978,ENSG00000124155,PIGT
979,ENSG00000124164,VAPB
980,ENSG00000124172,ATP5F1E
981,ENSG00000124177,CHD6
982,ENSG00000124181,PLCG1
983,ENSG00000124212,PTGIS
984,ENSG00000124228,DDX27
985,ENSG00000124302,CHST8
986,ENSG00000124357,NAGK
987,ENSG00000124370,MCEE
988,ENSG00000124406,ATP8A1
989,ENSG00000124523,SIRT5
990,ENSG00000124596,OARD1
991,ENSG00000124608,AARS2
992,ENSG00000124615,MOCS1
993,ENSG00000124767,GLO1
994,ENSG00000124784,RIOK1
995,ENSG00000124789,NUP153
996,ENSG00000125166,GOT2
997,ENSG00000125246,CLYBL
998,ENSG00000125257,ABCC4
999,ENSG00000125356,NDUFA1
1000,ENSG00000125375,DMAC2L
1001,ENSG00000125450,NUP85
1002,ENSG00000125454,SLC25A19
1003,ENSG00000125458,NT5C
1004,ENSG00000125485,DDX31
1005,ENSG00000125505,MBOAT7
1006,ENSG00000125630,POLR1B
1007,ENSG00000125651,GTF2F1
1008,ENSG00000125772,GPCPD1
1009,ENSG00000125779,PANK2
1010,ENSG00000125834,STK35
1011,ENSG00000125877,ITPA
1012,ENSG00000125885,MCM8
1013,ENSG00000126088,UROD
1014,ENSG00000126091,ST3GAL3
1015,ENSG00000126264,HCST
1016,ENSG00000126267,COX6B1
1017,ENSG00000126432,PRDX5
1018,ENSG00000126522,ASL
1019,ENSG00000126583,PRKCG
1020,ENSG00000126821,SGPP1
1021,ENSG00000126883,NUP214
1022,ENSG00000126934,MAP2K2
1023,ENSG00000127080,IPPK
1024,ENSG00000127125,PPCS
1025,ENSG00000127184,COX7C
1026,ENSG00000127329,PTPRB
1027,ENSG00000127334,DYRK2
1028,ENSG00000127415,IDUA
1029,ENSG00000127472,PLA2G5
1030,ENSG00000127540,UQCR11
1031,ENSG00000127564,PKMYT1
1032,ENSG00000127884,ECHS1
1033,ENSG00000127947,PTPN12
1034,ENSG00000127952,STYXL1
1035,ENSG00000128039,SRD5A3
1036,ENSG00000128050,PAICS
1037,ENSG00000128052,KDR
1038,ENSG00000128059,PPAT
1039,ENSG00000128242,GAL3ST1
1040,ENSG00000128268,MGAT3
1041,ENSG00000128274,A4GALT
1042,ENSG00000128309,MPST
1043,ENSG00000128311,TST
1044,ENSG00000128524,ATP6V1F
1045,ENSG00000128609,NDUFA5
1046,ENSG00000128683,GAD1
1047,ENSG00000128829,EIF2AK4
1048,ENSG00000128908,INO80
1049,ENSG00000128918,ALDH1A2
1050,ENSG00000128928,IVD
1051,ENSG00000128951,DUT
1052,ENSG00000129083,COPB1
1053,ENSG00000129128,SPCS3
1054,ENSG00000129151,BBOX1
1055,ENSG00000129167,TPH1
1056,ENSG00000129187,DCTD
1057,ENSG00000129219,PLD2
1058,ENSG00000129244,ATP1B2
1059,ENSG00000129353,SLC44A2
1060,ENSG00000129467,ADCY4
1061,ENSG00000129562,DAD1
1062,ENSG00000129596,CDO1
1063,ENSG00000129951,PLPPR3
1064,ENSG00000130005,GAMT
1065,ENSG00000130035,GALNT8
1066,ENSG00000130052,STARD8
1067,ENSG00000130066,SAT1
1068,ENSG00000130164,LDLR
1069,ENSG00000130175,PRKCSH
1070,ENSG00000130227,XPO7
1071,ENSG00000130304,SLC27A1
1072,ENSG00000130309,COLGALT1
1073,ENSG00000130313,PGLS
1074,ENSG00000130413,STK33
1075,ENSG00000130414,NDUFA10
1076,ENSG00000130508,PXDN
1077,ENSG00000130540,SULT4A1
1078,ENSG00000130649,CYP2E1
1079,ENSG00000130669,PAK4
1080,ENSG00000130707,ASS1
1081,ENSG00000130717,UCK1
1082,ENSG00000130758,MAP3K10
1083,ENSG00000130816,DNMT1
1084,ENSG00000130821,SLC6A8
1085,ENSG00000130822,PNCK
1086,ENSG00000130876,SLC7A10
1087,ENSG00000130948,HSD17B3
1088,ENSG00000130958,SLC35D2
1089,ENSG00000130997,POLN
1090,ENSG00000131023,LATS1
1091,ENSG00000131055,COX4I2
1092,ENSG00000131067,GGT7
1093,ENSG00000131069,ACSS2
1094,ENSG00000131100,ATP6V1E1
1095,ENSG00000131143,COX4I1
1096,ENSG00000131174,COX7B
1097,ENSG00000131203,IDO1
1098,ENSG00000131238,PPT1
1099,ENSG00000131373,HACL1
1100,ENSG00000131386,GALNT15
1101,ENSG00000131389,SLC6A6
1102,ENSG00000131446,MGAT1
1103,ENSG00000131459,GFPT2
1104,ENSG00000131471,AOC3
1105,ENSG00000131473,ACLY
1106,ENSG00000131495,NDUFA2
1107,ENSG00000131730,CKMT2
1108,ENSG00000131748,STARD3
1109,ENSG00000131771,PPP1R1B
1110,ENSG00000131781,FMO5
1111,ENSG00000131791,PRKAB2
1112,ENSG00000131828,PDHA1
1113,ENSG00000131844,MCCC2
1114,ENSG00000131873,CHSY1
1115,ENSG00000131979,GCH1
1116,ENSG00000132142,ENSG00000132142
1117,ENSG00000132153,DHX30
1118,ENSG00000132155,RAF1
1119,ENSG00000132164,SLC6A11
1120,ENSG00000132182,NUP210
1121,ENSG00000132196,HSD17B7
1122,ENSG00000132323,ILKAP
1123,ENSG00000132330,SCLY
1124,ENSG00000132334,PTPRE
1125,ENSG00000132356,PRKAA1
1126,ENSG00000132376,INPP5K
1127,ENSG00000132382,MYBBP1A
1128,ENSG00000132423,COQ3
1129,ENSG00000132437,DDC
1130,ENSG00000132570,PCBD2
1131,ENSG00000132664,POLR3F
1132,ENSG00000132670,PTPRA
1133,ENSG00000132744,ACY3
1134,ENSG00000132793,LPIN3
1135,ENSG00000132837,DMGDH
1136,ENSG00000132840,BHMT2
1137,ENSG00000132874,SLC14A2
1138,ENSG00000132932,ATP8A2
1139,ENSG00000132964,CDK8
1140,ENSG00000133027,PEMT
1141,ENSG00000133048,CHI3L1
1142,ENSG00000133056,PIK3C2B
1143,ENSG00000133059,DSTYK
1144,ENSG00000133083,DCLK1
1145,ENSG00000133121,STARD13
1146,ENSG00000133216,EPHB2
1147,ENSG00000133247,KMT5C
1148,ENSG00000133256,PDE6B
1149,ENSG00000133275,CSNK1G2
1150,ENSG00000133313,CNDP2
1151,ENSG00000133315,MACROD1
1152,ENSG00000133433,GSTT2B
1153,ENSG00000133460,SLC2A11
1154,ENSG00000133706,LARS1
1155,ENSG00000133731,IMPA1
1156,ENSG00000133805,AMPD3
1157,ENSG00000133835,HSD17B4
1158,ENSG00000133878,DUSP26
1159,ENSG00000134058,CDK7
1160,ENSG00000134070,IRAK2
1161,ENSG00000134072,CAMK1
1162,ENSG00000134184,GSTM1
1163,ENSG00000134201,GSTM5
1164,ENSG00000134202,GSTM3
1165,ENSG00000134255,CEPT1
1166,ENSG00000134294,SLC38A2
1167,ENSG00000134318,ROCK2
1168,ENSG00000134324,LPIN1
1169,ENSG00000134326,CMPK2
1170,ENSG00000134440,NARS1
1171,ENSG00000134452,FBH1
1172,ENSG00000134575,ACP2
1173,ENSG00000134684,YARS1
1174,ENSG00000134716,CYP2J2
1175,ENSG00000134744,TUT4
1176,ENSG00000134780,DAGLA
1177,ENSG00000134824,FADS2
1178,ENSG00000134853,PDGFRA
1179,ENSG00000134864,GGACT
1180,ENSG00000134882,UBAC2
1181,ENSG00000134905,CARS2
1182,ENSG00000134910,STT3A
1183,ENSG00000135002,RFK
1184,ENSG00000135047,CTSL
1185,ENSG00000135069,PSAT1
1186,ENSG00000135090,TAOK3
1187,ENSG00000135094,SDS
1188,ENSG00000135218,CD36
1189,ENSG00000135220,UGT2A3
1190,ENSG00000135226,UGT2B28
1191,ENSG00000135241,PNPLA8
1192,ENSG00000135250,SRPK2
1193,ENSG00000135318,NT5E
1194,ENSG00000135333,EPHA7
1195,ENSG00000135341,MAP3K7
1196,ENSG00000135372,NAT10
1197,ENSG00000135390,ATP5MC2
1198,ENSG00000135423,GLS2
1199,ENSG00000135437,RDH5
1200,ENSG00000135446,CDK4
1201,ENSG00000135447,PPP1R1A
1202,ENSG00000135454,B4GALNT1
1203,ENSG00000135503,ACVR1B
1204,ENSG00000135587,SMPD2
1205,ENSG00000135677,GNS
1206,ENSG00000135740,SLC9A5
1207,ENSG00000135778,NTPCR
1208,ENSG00000135821,GLUL
1209,ENSG00000135829,DHX9
1210,ENSG00000135845,PIGC
1211,ENSG00000135917,SLC19A3
1212,ENSG00000135929,CYP27A1
1213,ENSG00000135940,COX5B
1214,ENSG00000136010,ALDH1L2
1215,ENSG00000136098,NEK3
1216,ENSG00000136143,SUCLA2
1217,ENSG00000136169,SETDB2
1218,ENSG00000136213,CHST12
1219,ENSG00000136243,NUP42
1220,ENSG00000136247,ZDHHC4
1221,ENSG00000136267,DGKB
1222,ENSG00000136271,DDX56
1223,ENSG00000136371,MTHFS
1224,ENSG00000136381,IREB2
1225,ENSG00000136521,NDUFB5
1226,ENSG00000136628,EPRS1
1227,ENSG00000136643,RPS6KC1
1228,ENSG00000136699,SMPD4
1229,ENSG00000136720,HS6ST1
1230,ENSG00000136731,UGGT1
1231,ENSG00000136750,GAD2
1232,ENSG00000136807,CDK9
1233,ENSG00000136810,TXN
1234,ENSG00000136840,ST6GALNAC4
1235,ENSG00000136856,SLC2A8
1236,ENSG00000136872,ALDOB
1237,ENSG00000136875,PRPF4
1238,ENSG00000136877,FPGS
1239,ENSG00000136888,ATP6V1G1
1240,ENSG00000136908,DPM2
1241,ENSG00000137054,POLR1E
1242,ENSG00000137106,GRHPR
1243,ENSG00000137124,ALDH1B1
1244,ENSG00000137193,PIM1
1245,ENSG00000137198,GMPR
1246,ENSG00000137275,RIPK1
1247,ENSG00000137411,VARS2
1248,ENSG00000137491,SLCO2B1
1249,ENSG00000137496,IL18BP
1250,ENSG00000137513,NARS2
1251,ENSG00000137563,GGH
1252,ENSG00000137601,NEK1
1253,ENSG00000137700,SLC37A4
1254,ENSG00000137713,PPP2R1B
1255,ENSG00000137764,MAP2K5
1256,ENSG00000137770,CTDSPL2
1257,ENSG00000137825,ITPKA
1258,ENSG00000137841,PLCB2
1259,ENSG00000137843,PAK6
1260,ENSG00000137857,DUOX1
1261,ENSG00000137944,KYAT3
1262,ENSG00000137968,SLC44A5
1263,ENSG00000137992,DBT
1264,ENSG00000138018,SELENOI
1265,ENSG00000138029,HADHB
1266,ENSG00000138030,KHK
1267,ENSG00000138031,ADCY3
1268,ENSG00000138032,PPM1B
1269,ENSG00000138035,PNPT1
1270,ENSG00000138061,CYP1B1
1271,ENSG00000138074,SLC5A6
1272,ENSG00000138135,CH25H
1273,ENSG00000138166,DUSP5
1274,ENSG00000138185,ENTPD1
1275,ENSG00000138193,PLCE1
1276,ENSG00000138207,RBP4
1277,ENSG00000138363,ATIC
1278,ENSG00000138375,SMARCAL1
1279,ENSG00000138400,MDH1B
1280,ENSG00000138413,IDH1
1281,ENSG00000138449,SLC40A1
1282,ENSG00000138495,COX17
1283,ENSG00000138604,GLCE
1284,ENSG00000138621,PPCDC
1285,ENSG00000138669,PRKG2
1286,ENSG00000138678,GPAT3
1287,ENSG00000138696,BMPR1B
1288,ENSG00000138735,PDE5A
1289,ENSG00000138744,NAAA
1290,ENSG00000138750,NUP54
1291,ENSG00000138756,BMP2K
1292,ENSG00000138769,CDKL2
1293,ENSG00000138777,PPA2
1294,ENSG00000138796,HADH
1295,ENSG00000138801,PAPSS1
1296,ENSG00000138814,PPP3CA
1297,ENSG00000138821,SLC39A8
1298,ENSG00000138823,MTTP
1299,ENSG00000139044,B4GALNT3
1300,ENSG00000139131,YARS2
1301,ENSG00000139133,ALG10
1302,ENSG00000139155,SLCO1C1
1303,ENSG00000139163,ETNK1
1304,ENSG00000139180,NDUFA9
1305,ENSG00000139278,GLIPR1
1306,ENSG00000139287,TPH2
1307,ENSG00000139318,DUSP6
1308,ENSG00000139410,SDSL
1309,ENSG00000139428,MMAB
1310,ENSG00000139433,GLTP
1311,ENSG00000139496,NUP58
1312,ENSG00000139505,MTMR6
1313,ENSG00000139514,SLC7A1
1314,ENSG00000139531,SUOX
1315,ENSG00000139567,ACVRL1
1316,ENSG00000139624,CERS5
1317,ENSG00000139625,MAP3K12
1318,ENSG00000139629,GALNT6
1319,ENSG00000139631,CSAD
1320,ENSG00000139684,ESD
1321,ENSG00000139718,SETD1B
1322,ENSG00000139908,TSSK4
1323,ENSG00000140057,AK7
1324,ENSG00000140105,WARS1
1325,ENSG00000140199,SLC12A6
1326,ENSG00000140263,SORD
1327,ENSG00000140284,SLC27A2
1328,ENSG00000140287,HDC
1329,ENSG00000140297,GCNT3
1330,ENSG00000140374,ETFA
1331,ENSG00000140400,MAN2C1
1332,ENSG00000140443,IGF1R
1333,ENSG00000140459,CYP11A1
1334,ENSG00000140474,ULK3
1335,ENSG00000140505,CYP1A2
1336,ENSG00000140521,POLG
1337,ENSG00000140522,RLBP1
1338,ENSG00000140538,NTRK3
1339,ENSG00000140598,EFL1
1340,ENSG00000140612,SEC11A
1341,ENSG00000140650,PMM2
1342,ENSG00000140740,UQCRC2
1343,ENSG00000140829,DHX38
1344,ENSG00000140905,GCSH
1345,ENSG00000140990,NDUFB10
1346,ENSG00000140992,PDPK1
1347,ENSG00000141012,GALNS
1348,ENSG00000141141,ENSG00000141141
1349,ENSG00000141179,PCTP
1350,ENSG00000141279,NPEPPS
1351,ENSG00000141298,SSH2
1352,ENSG00000141349,G6PC3
1353,ENSG00000141401,IMPA2
1354,ENSG00000141424,SLC39A6
1355,ENSG00000141429,GALNT1
1356,ENSG00000141446,ESCO1
1357,ENSG00000141458,NPC1
1358,ENSG00000141469,SLC14A1
1359,ENSG00000141485,SLC13A5
1360,ENSG00000141503,MINK1
1361,ENSG00000141504,SAT2
1362,ENSG00000141506,PIK3R5
1363,ENSG00000141526,SLC16A3
1364,ENSG00000141543,EIF4A3
1365,ENSG00000141551,CSNK1D
1366,ENSG00000141560,FN3KRP
1367,ENSG00000141639,MAPK4
1368,ENSG00000141698,NT5C3B
1369,ENSG00000141720,ENSG00000141720
1370,ENSG00000141736,ERBB2
1371,ENSG00000141744,PNMT
1372,ENSG00000141873,SLC39A3
1373,ENSG00000141934,PLPP2
1374,ENSG00000141959,PFKL
1375,ENSG00000142082,SIRT3
1376,ENSG00000142102,PGGHG
1377,ENSG00000142149,HUNK
1378,ENSG00000142168,SOD1
1379,ENSG00000142185,TRPM2
1380,ENSG00000142208,AKT1
1381,ENSG00000142235,LMTK3
1382,ENSG00000142494,SLC47A1
1383,ENSG00000142583,SLC2A5
1384,ENSG00000142627,EPHA2
1385,ENSG00000142657,PGD
1386,ENSG00000142731,PLK4
1387,ENSG00000142733,MAP3K6
1388,ENSG00000142798,HSPG2
1389,ENSG00000142875,PRKACB
1390,ENSG00000142892,PIGK
1391,ENSG00000142920,AZIN2
1392,ENSG00000142949,PTPRF
1393,ENSG00000143036,SLC44A3
1394,ENSG00000143149,ALDH9A1
1395,ENSG00000143153,ATP1B1
1396,ENSG00000143156,NME7
1397,ENSG00000143158,MPC2
1398,ENSG00000143179,UCK2
1399,ENSG00000143198,MGST3
1400,ENSG00000143224,PPOX
1401,ENSG00000143252,SDHC
1402,ENSG00000143315,PIGM
1403,ENSG00000143322,ABL2
1404,ENSG00000143344,RGL1
1405,ENSG00000143363,PRUNE1
1406,ENSG00000143374,TARS2
1407,ENSG00000143379,SETDB1
1408,ENSG00000143387,CTSK
1409,ENSG00000143393,PI4KB
1410,ENSG00000143398,PIP5K1A
1411,ENSG00000143418,CERS2
1412,ENSG00000143479,DYRK3
1413,ENSG00000143507,DUSP10
1414,ENSG00000143515,ATP8B2
1415,ENSG00000143554,SLC27A3
1416,ENSG00000143570,SLC39A1
1417,ENSG00000143630,HCN3
1418,ENSG00000143641,GALNT2
1419,ENSG00000143653,SCCPDH
1420,ENSG00000143674,MAP3K21
1421,ENSG00000143727,ACP1
1422,ENSG00000143753,DEGS1
1423,ENSG00000143772,ITPKB
1424,ENSG00000143774,GUK1
1425,ENSG00000143776,CDC42BPA
1426,ENSG00000143797,MBOAT2
1427,ENSG00000143811,PYCR2
1428,ENSG00000143815,LBR
1429,ENSG00000143819,EPHX1
1430,ENSG00000143845,ETNK2
1431,ENSG00000143891,GALM
1432,ENSG00000144028,SNRNP200
1433,ENSG00000144048,DUSP11
1434,ENSG00000144057,ST6GAL2
1435,ENSG00000144136,SLC20A1
1436,ENSG00000144182,LIPT1
1437,ENSG00000144231,POLR2D
1438,ENSG00000144278,GALNT13
1439,ENSG00000144290,SLC4A10
1440,ENSG00000144362,PHOSPHO2
1441,ENSG00000144579,CTDSP1
1442,ENSG00000144591,GMPPA
1443,ENSG00000144677,CTDSPL
1444,ENSG00000144724,PTPRG
1445,ENSG00000144741,SLC25A26
1446,ENSG00000144843,ADPRH
1447,ENSG00000144908,ALDH1L1
1448,ENSG00000145020,AMT
1449,ENSG00000145214,DGKQ
1450,ENSG00000145217,SLC26A1
1451,ENSG00000145242,EPHA5
1452,ENSG00000145246,ATP10D
1453,ENSG00000145284,SCD5
1454,ENSG00000145293,ENOPH1
1455,ENSG00000145337,PYURF
1456,ENSG00000145349,CAMK2D
1457,ENSG00000145391,SETD7
1458,ENSG00000145439,CBR4
1459,ENSG00000145476,CYP4V2
1460,ENSG00000145494,NDUFS6
1461,ENSG00000145545,SRD5A1
1462,ENSG00000145626,UGT3A1
1463,ENSG00000145632,PLK2
1464,ENSG00000145675,PIK3R1
1465,ENSG00000145725,PPIP5K2
1466,ENSG00000145833,DDX46
1467,ENSG00000145982,FARS2
1468,ENSG00000146066,HIGD2A
1469,ENSG00000146070,PLA2G7
1470,ENSG00000146072,TNFRSF21
1471,ENSG00000146085,MMUT
1472,ENSG00000146151,HMGCLL1
1473,ENSG00000146233,CYP39A1
1474,ENSG00000146282,RARS2
1475,ENSG00000146411,SLC2A12
1476,ENSG00000146426,TIAM2
1477,ENSG00000146477,SLC22A3
1478,ENSG00000146648,EGFR
1479,ENSG00000146701,MDH2
1480,ENSG00000146733,PSPH
1481,ENSG00000146872,TLK2
1482,ENSG00000147044,CASK
1483,ENSG00000147100,SLC16A2
1484,ENSG00000147119,CHST7
1485,ENSG00000147123,NDUFB11
1486,ENSG00000147133,TAF1
1487,ENSG00000147155,EBP
1488,ENSG00000147162,OGT
1489,ENSG00000147224,PRPS1
1490,ENSG00000147383,NSDHL
1491,ENSG00000147408,CSGALNACT1
1492,ENSG00000147416,ATP6V1B2
1493,ENSG00000147454,SLC25A37
1494,ENSG00000147465,STAR
1495,ENSG00000147471,PLPBP
1496,ENSG00000147535,PLPP5
1497,ENSG00000147548,NSD3
1498,ENSG00000147647,DPYS
1499,ENSG00000147669,POLR2K
1500,ENSG00000147684,NDUFB9
1501,ENSG00000147804,SLC39A4
1502,ENSG00000147813,NAPRT
1503,ENSG00000147853,AK3
1504,ENSG00000147872,PLIN2
1505,ENSG00000148053,NTRK2
1506,ENSG00000148090,AUH
1507,ENSG00000148154,UGCG
1508,ENSG00000148218,ALAD
1509,ENSG00000148229,POLE3
1510,ENSG00000148288,GBGT1
1511,ENSG00000148334,PTGES2
1512,ENSG00000148344,PTGES
1513,ENSG00000148384,INPP5E
1514,ENSG00000148459,PDSS1
1515,ENSG00000148606,POLR3A
1516,ENSG00000148660,CAMK2G
1517,ENSG00000148672,GLUD1
1518,ENSG00000148795,CYP17A1
1519,ENSG00000148832,PAOX
1520,ENSG00000148834,GSTO1
1521,ENSG00000149016,TUT1
1522,ENSG00000149084,HSD17B12
1523,ENSG00000149089,APIP
1524,ENSG00000149091,DGKZ
1525,ENSG00000149150,SLC43A1
1526,ENSG00000149177,PTPRJ
1527,ENSG00000149269,PAK1
1528,ENSG00000149311,ATM
1529,ENSG00000149313,AASDHPPT
1530,ENSG00000149476,TKFC
1531,ENSG00000149485,FADS1
1532,ENSG00000149527,PLCH2
1533,ENSG00000149541,B3GAT3
1534,ENSG00000149554,CHEK1
1535,ENSG00000149599,DUSP15
1536,ENSG00000149782,PLCB3
1537,ENSG00000149809,TM7SF2
1538,ENSG00000149923,PPP4C
1539,ENSG00000149925,ALDOA
1540,ENSG00000149930,TAOK2
1541,ENSG00000150457,LATS2
1542,ENSG00000150540,HNMT
1543,ENSG00000150656,CNDP1
1544,ENSG00000150712,MTMR12
1545,ENSG00000150768,DLAT
1546,ENSG00000150787,PTS
1547,ENSG00000150867,PIP4K2A
1548,ENSG00000150990,DHX37
1549,ENSG00000151012,SLC7A11
1550,ENSG00000151093,OXSM
1551,ENSG00000151151,IPMK
1552,ENSG00000151229,SLC2A13
1553,ENSG00000151292,CSNK1G3
1554,ENSG00000151348,EXT2
1555,ENSG00000151366,NDUFC2
1556,ENSG00000151376,ME3
1557,ENSG00000151414,NEK7
1558,ENSG00000151422,FER
1559,ENSG00000151490,PTPRO
1560,ENSG00000151498,ACAD8
1561,ENSG00000151552,QDPR
1562,ENSG00000151611,MMAA
1563,ENSG00000151632,AKR1C2
1564,ENSG00000151665,PIGF
1565,ENSG00000151689,INPP1
1566,ENSG00000151726,ACSL1
1567,ENSG00000151729,SLC25A4
1568,ENSG00000151790,TDO2
1569,ENSG00000152104,PTPN14
1570,ENSG00000152127,MGAT5
1571,ENSG00000152234,ATP5F1A
1572,ENSG00000152256,PDK1
1573,ENSG00000152270,PDE3B
1574,ENSG00000152332,UHMK1
1575,ENSG00000152402,GUCY1A2
1576,ENSG00000152455,SUV39H2
1577,ENSG00000152495,CAMK4
1578,ENSG00000152556,PFKM
1579,ENSG00000152620,NADK2
1580,ENSG00000152642,GPD1L
1581,ENSG00000152782,PANK1
1582,ENSG00000152894,PTPRK
1583,ENSG00000152904,GGPS1
1584,ENSG00000152952,PLOD2
1585,ENSG00000152953,STK32B
1586,ENSG00000153201,RANBP2
1587,ENSG00000153208,MERTK
1588,ENSG00000153233,PTPRR
1589,ENSG00000153291,SLC25A27
1590,ENSG00000153395,LPCAT1
1591,ENSG00000153574,RPIA
1592,ENSG00000153707,PTPRD
1593,ENSG00000153786,ZDHHC7
1594,ENSG00000153922,CHD1
1595,ENSG00000153933,DGKE
1596,ENSG00000153936,HS2ST1
1597,ENSG00000154027,AK5
1598,ENSG00000154080,CHST9
1599,ENSG00000154229,PRKCA
1600,ENSG00000154237,LRRK1
1601,ENSG00000154305,MIA3
1602,ENSG00000154310,TNIK
1603,ENSG00000154330,PGM5
1604,ENSG00000154518,ATP5MC3
1605,ENSG00000154678,PDE1C
1606,ENSG00000154723,ATP5PF
1607,ENSG00000154822,PLCL2
1608,ENSG00000154928,EPHB1
1609,ENSG00000154930,ACSS1
1610,ENSG00000155016,CYP2U1
1611,ENSG00000155085,AK9
1612,ENSG00000155093,PTPRN2
1613,ENSG00000155097,ATP6V1C1
1614,ENSG00000155099,PIP4P2
1615,ENSG00000155111,CDK19
1616,ENSG00000155189,AGPAT5
1617,ENSG00000155252,PI4K2A
1618,ENSG00000155287,SLC25A28
1619,ENSG00000155368,DBI
1620,ENSG00000155380,SLC16A1
